,ID,Category,FilePath,FileSize,AnnotationFileExists,InputType1,InputType2,OutputType1,OutputType2
8199,65271,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150887.txt,298,True,"Der O
Supertroll O
und O
Identitätssucher O
, O
kurz O
auch O
Hinterfotz O
, O
wie O
seine O
Domäne O
, O
hat O
uns O
wieder O
mit O
einem O
unheimlich O
intelligenten O
Trollposting O
überrascht O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
} O
> O
< O
( O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Wachterstraße B-STREET
5 B-STREETNO
, O
64071 B-ZIP
Zemmer B-CITY
, O
574/3215674 B-PHONE
http://nwb.wywanid.cbv/fcre-k66798.vwhk B-URL
","Der Supertroll und Identitätssucher , kurz auch Hinterfotz , wie seine Domäne , hat uns wieder mit einem unheimlich intelligenten Trollposting überrascht : < = B0 ) } } } } } > < ( -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Wachterstraße 5 , 64071 Zemmer , 574/3215674 http://nwb.wywanid.cbv/fcre-k66798.vwhk",STREET: Wachterstraße; STREETNO: 5; ZIP: 64071; CITY: Zemmer; PHONE: 574/3215674; URL: http://nwb.wywanid.cbv/fcre-k66798.vwhk,STREET: Wachterstraße **Ilgenstraße**; STREETNO: 5 **4**; ZIP: 64071 **66319**; CITY: Zemmer **Satzvey**; PHONE: 574/3215674 **637/5503112**; URL: http://nwb.wywanid.cbv/fcre-k66798.vwhk **http://fqs.kchuhpv.cum/juvi-l51359.auvd**
8206,65320,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150624.txt,303,True,"Ich O
kann O
mich O
noch O
entsinnen O
, O
das O
gerade O
ein O
Pfenning O
sowas O
porpagiert O
hat O
. O
Aber O
das O
ist O
halt O
genauso O
wie O
mit O
dem O
Irakkrieg O
, O
auf O
einmal O
will O
er O
nicht O
mehr O
dafür O
gewesen O
sein O
. O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Elsenweg B-STREET
1 B-STREETNO
, O
55480 B-ZIP
Aderzhofen B-CITY
, O
009/4388285 B-PHONE
http://oby.ensydbc.kch/prpb-c86764.cycn B-URL
","Ich kann mich noch entsinnen , das gerade ein Pfenning sowas porpagiert hat . Aber das ist halt genauso wie mit dem Irakkrieg , auf einmal will er nicht mehr dafür gewesen sein . -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Elsenweg 1 , 55480 Aderzhofen , 009/4388285 http://oby.ensydbc.kch/prpb-c86764.cycn",STREET: Elsenweg; STREETNO: 1; ZIP: 55480; CITY: Aderzhofen; PHONE: 009/4388285; URL: http://oby.ensydbc.kch/prpb-c86764.cycn,STREET: Elsenweg **Zaunscherbgasse**; STREETNO: 1 **0**; ZIP: 55480 **57064**; CITY: Aderzhofen **Japzow**; PHONE: 009/4388285 **067/9999321**; URL: http://oby.ensydbc.kch/prpb-c86764.cycn **http://bzf.tfbiyva.vig/wszm-n38341.rtsy**
8208,65336,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150885.txt,303,True,"Der O
Supertroll O
und O
Identitätssucher O
, O
kurz O
auch O
Hinterfotz O
, O
wie O
seine O
Domäne O
, O
hat O
uns O
wieder O
mit O
einem O
unheimlich O
intelligenten O
Trollposting O
überrascht O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
} O
> O
< O
( O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Moststraße B-STREET
4 B-STREETNO
, O
36861 B-ZIP
Reinhardshofen B-CITY
, O
185/7681603 B-PHONE
http://txd.kdjwewr.nbb/ntms-u12900.xlfs B-URL
","Der Supertroll und Identitätssucher , kurz auch Hinterfotz , wie seine Domäne , hat uns wieder mit einem unheimlich intelligenten Trollposting überrascht : < = B0 ) } } } } } > < ( -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Moststraße 4 , 36861 Reinhardshofen , 185/7681603 http://txd.kdjwewr.nbb/ntms-u12900.xlfs",STREET: Moststraße; STREETNO: 4; ZIP: 36861; CITY: Reinhardshofen; PHONE: 185/7681603; URL: http://txd.kdjwewr.nbb/ntms-u12900.xlfs,STREET: Moststraße **Obermoosweg**; STREETNO: 4 **2**; ZIP: 36861 **46733**; CITY: Reinhardshofen **Nüttel**; PHONE: 185/7681603 **423/8329432**; URL: http://txd.kdjwewr.nbb/ntms-u12900.xlfs **http://xbh.ztvtqjd.tnt/athk-w57214.tfbl**
8209,65344,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150603.txt,208,True,"Wieder O
ein O
weltbewegendes O
Trollposting O
von O
dem O
Hinterfotz O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
> O
< O
( O
= O
20 O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Pienersallee B-STREET
2 B-STREETNO
, O
71039 B-ZIP
Frühstetten B-CITY
, O
669/8722522 B-PHONE
http://aff.vrufcbr.sqa/xvmc-l21703.pxpo B-URL
","Wieder ein weltbewegendes Trollposting von dem Hinterfotz : < = B0 ) } } } } > < ( = 20 -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Pienersallee 2 , 71039 Frühstetten , 669/8722522 http://aff.vrufcbr.sqa/xvmc-l21703.pxpo",STREET: Pienersallee; STREETNO: 2; ZIP: 71039; CITY: Frühstetten; PHONE: 669/8722522; URL: http://aff.vrufcbr.sqa/xvmc-l21703.pxpo,STREET: Pienersallee **Kanzleigasse**; STREETNO: 2 **4**; ZIP: 71039 **43216**; CITY: Frühstetten **Jarchau**; PHONE: 669/8722522 **224/2414673**; URL: http://aff.vrufcbr.sqa/xvmc-l21703.pxpo **http://qxu.jkugsbb.utl/shag-n52262.rzja**
8212,65372,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150630.txt,468,True,"Falsch O
, O
er O
muss O
es O
nicht O
zur O
Anzeige O
bringen O
. O
Natürlich O
muss O
er O
durch O
Maßnahmen O
verhindern O
, O
dass O
dies O
passiert O
. O
Das O
ist O
wie O
bei O
einer O
Baustelle O
, O
es O
reicht O
nicht O
alleine O
ein O
Schild O
aufzustellen O
"" O
Betreten O
verboten O
. O
Eltern O
haften O
für O
ihre O
Kinder O
"" O
Es O
ist O
das O
Gelände O
zu O
sichern O
, O
also O
Zäune O
und O
gegebenfalls O
auch O
Wachpersonal O
an O
zustellen O
. O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Warnowallee B-STREET
1 B-STREETNO
, O
21138 B-ZIP
Vilssöhl B-CITY
, O
509/0641835 B-PHONE
http://eya.cwbyltc.pxd/wacx-p38923.bacv B-URL
","Falsch , er muss es nicht zur Anzeige bringen . Natürlich muss er durch Maßnahmen verhindern , dass dies passiert . Das ist wie bei einer Baustelle , es reicht nicht alleine ein Schild aufzustellen "" Betreten verboten . Eltern haften für ihre Kinder "" Es ist das Gelände zu sichern , also Zäune und gegebenfalls auch Wachpersonal an zustellen . -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Warnowallee 1 , 21138 Vilssöhl , 509/0641835 http://eya.cwbyltc.pxd/wacx-p38923.bacv",STREET: Warnowallee; STREETNO: 1; ZIP: 21138; CITY: Vilssöhl; PHONE: 509/0641835; URL: http://eya.cwbyltc.pxd/wacx-p38923.bacv,STREET: Warnowallee **Avenariusstraße**; STREETNO: 1 **9**; ZIP: 21138 **58005**; CITY: Vilssöhl **Kelchham**; PHONE: 509/0641835 **646/6972205**; URL: http://eya.cwbyltc.pxd/wacx-p38923.bacv **http://brb.cujwkgc.flu/jtxj-o53833.daxj**
8215,65382,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150192.txt,188,True,"Wie O
schön O
so O
gehaltlose O
Trollposting O
doch O
sind O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
> O
< O
( O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Ohmbachsgasse B-STREET
7 B-STREETNO
, O
40576 B-ZIP
Thon B-CITY
, O
726/6093223 B-PHONE
http://vdu.rrcpcvo.xsa/onfg-l00013.ijwa B-URL
","Wie schön so gehaltlose Trollposting doch sind : < = B0 ) } } } } > < ( -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Ohmbachsgasse 7 , 40576 Thon , 726/6093223 http://vdu.rrcpcvo.xsa/onfg-l00013.ijwa",STREET: Ohmbachsgasse; STREETNO: 7; ZIP: 40576; CITY: Thon; PHONE: 726/6093223; URL: http://vdu.rrcpcvo.xsa/onfg-l00013.ijwa,STREET: Ohmbachsgasse **Irdning Grubgasse**; STREETNO: 7 **1**; ZIP: 40576 **69426**; CITY: Thon **Hermülheim**; PHONE: 726/6093223 **135/4798365**; URL: http://vdu.rrcpcvo.xsa/onfg-l00013.ijwa **http://htc.kofeofs.rxj/yrbg-z55234.bbxc**
8217,65390,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150830.txt,179,True,"Aber O
mit O
einer O
hässlichen O
Fratze O
auf O
dem O
Cover O
. O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Frachtenstraße B-STREET
1 B-STREETNO
, O
18711 B-ZIP
Vahren B-CITY
, O
037/6400537 B-PHONE
http://bfg.sgwqzrq.lsb/tjbz-v82599.ktad B-URL
","Aber mit einer hässlichen Fratze auf dem Cover . -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Frachtenstraße 1 , 18711 Vahren , 037/6400537 http://bfg.sgwqzrq.lsb/tjbz-v82599.ktad",STREET: Frachtenstraße; STREETNO: 1; ZIP: 18711; CITY: Vahren; PHONE: 037/6400537; URL: http://bfg.sgwqzrq.lsb/tjbz-v82599.ktad,STREET: Frachtenstraße **Garagenweg**; STREETNO: 1 **0**; ZIP: 18711 **56704**; CITY: Vahren **Morschen**; PHONE: 037/6400537 **612/5468952**; URL: http://bfg.sgwqzrq.lsb/tjbz-v82599.ktad **http://pmo.bhdhprq.yki/vosq-u16562.seyu**
8223,65433,EVENTS,CodEAlltag_pXL_EVENTS/1-/150-dir/150804.txt,276,True,"Zum O
Glück O
gibt's O
das O
EU-Parlament O
, O
die O
Staatsoberhäupter O
der O
einzelnen O
Staaten O
haben O
ja O
bekanntlich O
der O
Weitergabe O
zu O
gestimmt O
. O
Danke O
EU O
! O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Filmteichstraße B-STREET
5 B-STREETNO
, O
27158 B-ZIP
Itzlingen B-CITY
, O
369/8246008 B-PHONE
http://bhb.xkolmbg.phh/lhui-d74151.rqxm B-URL
","Zum Glück gibt's das EU-Parlament , die Staatsoberhäupter der einzelnen Staaten haben ja bekanntlich der Weitergabe zu gestimmt . Danke EU ! -- = 20 Zitat : ACHTUNG "" SuPer_Plexer Trottel "" Filmteichstraße 5 , 27158 Itzlingen , 369/8246008 http://bhb.xkolmbg.phh/lhui-d74151.rqxm",STREET: Filmteichstraße; STREETNO: 5; ZIP: 27158; CITY: Itzlingen; PHONE: 369/8246008; URL: http://bhb.xkolmbg.phh/lhui-d74151.rqxm,STREET: Filmteichstraße **Plassmeiersweg**; STREETNO: 5 **8**; ZIP: 27158 **20214**; CITY: Itzlingen **Poggemühlen**; PHONE: 369/8246008 **370/1203515**; URL: http://bhb.xkolmbg.phh/lhui-d74151.rqxm **http://jym.enpdesb.fdc/tfgx-w14978.zwqy**
8278,65909,EVENTS,CodEAlltag_pXL_EVENTS/1-/133-dir/133367.txt,676,True,"Dummfug O
. O
Man O
kann O
immer O
noch O
Spaßwählen O
und O
hoffen O
, O
dass O
eine O
der O
"" O
Sonstigen O
"" O
versehentlich O
ins O
Parlament O
kommt O
. O
Außerdem O
würde O
nach O
einer O
Wahl O
mit O
30 O
% O
sonstigen O
statt O
30 O
% O
Nichtwählern O
eine O
Regierung O
mit O
knapper O
Mehrheit O
, O
nicht O
nur O
gegen O
2/3 O
der O
Wahlberechtigten O
, O
sondern O
gegen O
2/3 O
der O
abgegebenen O
Wählerstimmen O
regieren O
. O
Rein O
rechtlich O
würde O
das O
zwar O
nichts O
ausmachen O
aber O
die O
Opposition O
könnte O
das O
bei O
jeder O
unpopulären O
Entscheidung O
mit O
der O
gebotenen O
Häme O
bemerken O
. O
uw B-USER
-- O
Ein O
gesparter O
Pfennig O
ist O
ein O
verdienter O
Pfennig O
- O
und O
zwar O
ein O
steuerfrei O
verdienter O
! O
http://qrnxcbe.qoz/zpbhby-ujbivt B-URL
http://tkvzufrqzhikfci-wnvi.evfi-zbdf.bc/ B-URL
http://anyxj.hergtvvbf.poo B-URL
","Dummfug . Man kann immer noch Spaßwählen und hoffen , dass eine der "" Sonstigen "" versehentlich ins Parlament kommt . Außerdem würde nach einer Wahl mit 30 % sonstigen statt 30 % Nichtwählern eine Regierung mit knapper Mehrheit , nicht nur gegen 2/3 der Wahlberechtigten , sondern gegen 2/3 der abgegebenen Wählerstimmen regieren . Rein rechtlich würde das zwar nichts ausmachen aber die Opposition könnte das bei jeder unpopulären Entscheidung mit der gebotenen Häme bemerken . uw -- Ein gesparter Pfennig ist ein verdienter Pfennig - und zwar ein steuerfrei verdienter ! http://qrnxcbe.qoz/zpbhby-ujbivt http://tkvzufrqzhikfci-wnvi.evfi-zbdf.bc/ http://anyxj.hergtvvbf.poo",USER: uw; URL: http://qrnxcbe.qoz/zpbhby-ujbivt; URL: http://tkvzufrqzhikfci-wnvi.evfi-zbdf.bc/; URL: http://anyxj.hergtvvbf.poo,USER: uw **zl**; URL: http://qrnxcbe.qoz/zpbhby-ujbivt **http://jcbyuen.yzt/nrvbsc-ywoxav**; URL: http://tkvzufrqzhikfci-wnvi.evfi-zbdf.bc/ **http://wfwyivcvemucdsp-eirq.dsaf-nwgk.bd/**; URL: http://anyxj.hergtvvbf.poo **http://zckyl.ctwxzinrx.mzq**
8288,65971,EVENTS,CodEAlltag_pXL_EVENTS/1-/133-dir/133732.txt,360,True,"Ja O
, O
genau O
. O
Du O
ahst O
es O
schon O
: O
... O
mit O
ihrem O
Lover O
fickt O
. O
Plümper O
geht's O
nümper O
: O
Feminazissen O
halt O
. O
Gender O
Mainstreaming O
aka O
Mentale O
Kastration O
lässt O
grüßen O
. O
xi B-USER
-- O
Ein O
gesparter O
Pfennig O
ist O
ein O
verdienter O
Pfennig O
- O
und O
zwar O
ein O
steuerfrei O
verdienter O
! O
http://wkltona.tys/fcvnxf-dekvnr B-URL
http://cxqfgactgxaflbu-ritj.gzzl-lmwo.fz/ B-URL
http://eeofh.hfinxvbac.dku B-URL
","Ja , genau . Du ahst es schon : ... mit ihrem Lover fickt . Plümper geht's nümper : Feminazissen halt . Gender Mainstreaming aka Mentale Kastration lässt grüßen . xi -- Ein gesparter Pfennig ist ein verdienter Pfennig - und zwar ein steuerfrei verdienter ! http://wkltona.tys/fcvnxf-dekvnr http://cxqfgactgxaflbu-ritj.gzzl-lmwo.fz/ http://eeofh.hfinxvbac.dku",USER: xi; URL: http://wkltona.tys/fcvnxf-dekvnr; URL: http://cxqfgactgxaflbu-ritj.gzzl-lmwo.fz/; URL: http://eeofh.hfinxvbac.dku,USER: xi **rs**; URL: http://wkltona.tys/fcvnxf-dekvnr **http://kocvaxo.tur/cdnhqg-uozlnk**; URL: http://cxqfgactgxaflbu-ritj.gzzl-lmwo.fz/ **http://ncgvyzrdvbhfsjq-xwrr.bvex-utnp.yk/**; URL: http://eeofh.hfinxvbac.dku **http://gynqp.tplxhepio.jyz**
8360,66492,EVENTS,CodEAlltag_pXL_EVENTS/1-/133-dir/133088.txt,371,True,"Heute O
morgen O
habe O
ich O
mehr O
oder O
weniger O
zufällig O
( O
? O
) O
den O
Psalm O
82 O
gelesen O
, O
der O
kurz O
und O
prägnant O
sagt O
, O
was O
bei O
uns O
derzeit O
schief O
läuft O
: O
http://ikfigkw.tpc/cbrkelwxjrtfmof B-URL
ir B-USER
-- O
Ein O
gesparter O
Pfennig O
ist O
ein O
verdienter O
Pfennig O
- O
und O
zwar O
ein O
steuerfrei O
verdienter O
! O
http://skhzmta.wqd/cygvxv-bqifdq B-URL
http://xqxmhjslvshsmcq-hjmm.bkpe-vlzy.ze/ B-URL
http://ahwva.htdtuazlh.mec B-URL
","Heute morgen habe ich mehr oder weniger zufällig ( ? ) den Psalm 82 gelesen , der kurz und prägnant sagt , was bei uns derzeit schief läuft : http://ikfigkw.tpc/cbrkelwxjrtfmof ir -- Ein gesparter Pfennig ist ein verdienter Pfennig - und zwar ein steuerfrei verdienter ! http://skhzmta.wqd/cygvxv-bqifdq http://xqxmhjslvshsmcq-hjmm.bkpe-vlzy.ze/ http://ahwva.htdtuazlh.mec",URL: http://ikfigkw.tpc/cbrkelwxjrtfmof; USER: ir; URL: http://skhzmta.wqd/cygvxv-bqifdq; URL: http://xqxmhjslvshsmcq-hjmm.bkpe-vlzy.ze/; URL: http://ahwva.htdtuazlh.mec,URL: http://ikfigkw.tpc/cbrkelwxjrtfmof **http://twbvxui.dbq/wonbexzjplixwxv**; USER: ir **mc**; URL: http://skhzmta.wqd/cygvxv-bqifdq **http://hrooypk.kxt/flewvj-fgnzjn**; URL: http://xqxmhjslvshsmcq-hjmm.bkpe-vlzy.ze/ **http://trmokbxmvvajvch-vkyn.kzsj-wlqm.cl/**; URL: http://ahwva.htdtuazlh.mec **http://fsyvr.rotjboicq.zjx**
8381,66614,EVENTS,CodEAlltag_pXL_EVENTS/1-/113-dir/113362.txt,385,True,"Achtung O
"" O
Gutmensch O
"" O
! O
-- O
Dummheit O
hat O
ein O
Gesicht O
http://djy869.phggtazibw.vx/kej055/3090/vzonk.jtl B-URL
Igor B-MALE
Gallena B-FAMILY
, O
Dennerstraße B-STREET
7 B-STREETNO
, O
90637 B-ZIP
Rusewase B-CITY
Telefon O
: O
49484699482 B-PHONE
Hallo O
, O
kurz O
zu O
meiner O
Person O
. O
Ich O
heiße O
Igor B-MALE
Gallena B-FAMILY
und O
wohne O
in O
Rusewase B-CITY
. O
Und O
studierte O
an O
der O
Fachhochschule O
für O
Informatik O
in O
Rusewase B-CITY
. O
Jetzt O
bin O
ich O
der O
Depp O
vom O
Dienst O
und O
fälsche O
gern O
Postings O
anderer O
User O
. O
","Achtung "" Gutmensch "" ! -- Dummheit hat ein Gesicht http://djy869.phggtazibw.vx/kej055/3090/vzonk.jtl Igor Gallena , Dennerstraße 7 , 90637 Rusewase Telefon : 49484699482 Hallo , kurz zu meiner Person . Ich heiße Igor Gallena und wohne in Rusewase . Und studierte an der Fachhochschule für Informatik in Rusewase . Jetzt bin ich der Depp vom Dienst und fälsche gern Postings anderer User .",URL: http://djy869.phggtazibw.vx/kej055/3090/vzonk.jtl; MALE: Igor; FAMILY: Gallena; STREET: Dennerstraße; STREETNO: 7; ZIP: 90637; CITY: Rusewase; PHONE: 49484699482; MALE: Igor; FAMILY: Gallena; CITY: Rusewase; CITY: Rusewase,URL: http://djy869.phggtazibw.vx/kej055/3090/vzonk.jtl **http://blt223.szuakgqkyn.os/vzm674/3272/oftvr.tjb**; MALE: Igor **Pascal**; FAMILY: Gallena **Grossert**; STREET: Dennerstraße **Lookenstraße**; STREETNO: 7 **4**; ZIP: 90637 **91139**; CITY: Rusewase **Reiskirchen**; PHONE: 49484699482 **93994888537**; MALE: Igor **Pascal**; FAMILY: Gallena **Grossert**; CITY: Rusewase **Reiskirchen**; CITY: Rusewase **Reiskirchen**
8396,66733,EVENTS,CodEAlltag_pXL_EVENTS/1-/113-dir/113494.txt,253,True,"On O
Sun O
, O
18 B-DATE
Aug I-DATE
2010 I-DATE
00:50:09 O
-0700 O
( O
PDT O
) O
Ja O
, O
also O
was O
regst O
dich O
dann O
auf O
? O
-- O
Gedenken O
an O
Neuberg B-CITY
: O
http://cd.sxudgoolm.qan/nvsh/Eqhpkcvj B-URL
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Zuckerring B-STREET
4 B-STREETNO
, O
38701 B-ZIP
Munderloh B-CITY
, O
716/8275901 B-PHONE
http://gym.mjfqczd.tts/qvel-a72880.ftqa B-URL
","On Sun , 18 Aug 2010 00:50:09 -0700 ( PDT ) Ja , also was regst dich dann auf ? -- Gedenken an Neuberg : http://cd.sxudgoolm.qan/nvsh/Eqhpkcvj ACHTUNG "" SuPer_Plexer Trottel "" Zuckerring 4 , 38701 Munderloh , 716/8275901 http://gym.mjfqczd.tts/qvel-a72880.ftqa",DATE: 18 Aug 2010; CITY: Neuberg; URL: http://cd.sxudgoolm.qan/nvsh/Eqhpkcvj; STREET: Zuckerring; STREETNO: 4; ZIP: 38701; CITY: Munderloh; PHONE: 716/8275901; URL: http://gym.mjfqczd.tts/qvel-a72880.ftqa,DATE: 18 Aug 2010 **12 Nov 2010**; CITY: Neuberg **ICHTERSHAUSEN**; URL: http://cd.sxudgoolm.qan/nvsh/Eqhpkcvj **http://uo.nqxjuavid.jhx/opky/Mkpvtfmr**; STREET: Zuckerring **Alter Gleisweg**; STREETNO: 4 **9**; ZIP: 38701 **54819**; CITY: Munderloh **Järkendorf**; PHONE: 716/8275901 **072/8147064**; URL: http://gym.mjfqczd.tts/qvel-a72880.ftqa **http://lgv.mxkyvif.ksy/ajrz-g82247.mdde**
8403,66754,EVENTS,CodEAlltag_pXL_EVENTS/1-/113-dir/113876.txt,266,True,"On O
Thu O
, O
10 B-DATE
Dez I-DATE
2009 I-DATE
13:13:46 O
-0700 O
( O
PDT O
) O
Genau O
, O
du O
alleine O
bist O
schon O
zuviel O
des O
Packs O
! O
-- O
Gedenken O
an O
Jatzke B-CITY
: O
http://md.tfbvvptml.dda/vcxe/Vimcwfvq B-URL
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Martinigasse B-STREET
8 B-STREETNO
, O
41394 B-ZIP
Hünfeld B-CITY
, O
155/0032565 B-PHONE
http://ixz.byyqyhw.tfs/frcm-y05356.elke B-URL
","On Thu , 10 Dez 2009 13:13:46 -0700 ( PDT ) Genau , du alleine bist schon zuviel des Packs ! -- Gedenken an Jatzke : http://md.tfbvvptml.dda/vcxe/Vimcwfvq ACHTUNG "" SuPer_Plexer Trottel "" Martinigasse 8 , 41394 Hünfeld , 155/0032565 http://ixz.byyqyhw.tfs/frcm-y05356.elke",DATE: 10 Dez 2009; CITY: Jatzke; URL: http://md.tfbvvptml.dda/vcxe/Vimcwfvq; STREET: Martinigasse; STREETNO: 8; ZIP: 41394; CITY: Hünfeld; PHONE: 155/0032565; URL: http://ixz.byyqyhw.tfs/frcm-y05356.elke,DATE: 10 Dez 2009 **21 Nov 2009**; CITY: Jatzke **WESTTÜNNEN**; URL: http://md.tfbvvptml.dda/vcxe/Vimcwfvq **http://hu.dcwtoskkw.gpb/tbpf/Dzcakmfa**; STREET: Martinigasse **Markowskygasse**; STREETNO: 8 **5**; ZIP: 41394 **01321**; CITY: Hünfeld **Sauserhof**; PHONE: 155/0032565 **031/9232185**; URL: http://ixz.byyqyhw.tfs/frcm-y05356.elke **http://xhv.zqlceqg.wdf/xczq-y16882.psma**
8412,66847,EVENTS,CodEAlltag_pXL_EVENTS/1-/113-dir/113846.txt,382,True,"On O
Fri O
, O
14 B-DATE
Dez I-DATE
2009 I-DATE
09:47:37 O
-0700 O
( O
PDT O
) O
Natürlich O
! O
deutschland O
wurde O
durch O
die O
zwei O
selbstverschuldeten O
Weltkriege O
fast O
aller O
Minderheiten O
entledigt O
, O
das O
ist O
ein O
Zustand O
, O
der O
nicht O
duldbar O
ist O
. O
-- O
= O
20 O
Gedenken O
an O
Velpke B-CITY
: O
http://zk.noihiaagp.vuq/cwxh/Jnnjxafv B-URL
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Tesdorpfstraße B-STREET
5 B-STREETNO
, O
80147 B-ZIP
Pronsfeld B-CITY
, O
291/9914480 B-PHONE
http://ece.liiwnce.uoz/mrab-a77336.qggl B-URL
","On Fri , 14 Dez 2009 09:47:37 -0700 ( PDT ) Natürlich ! deutschland wurde durch die zwei selbstverschuldeten Weltkriege fast aller Minderheiten entledigt , das ist ein Zustand , der nicht duldbar ist . -- = 20 Gedenken an Velpke : http://zk.noihiaagp.vuq/cwxh/Jnnjxafv ACHTUNG "" SuPer_Plexer Trottel "" Tesdorpfstraße 5 , 80147 Pronsfeld , 291/9914480 http://ece.liiwnce.uoz/mrab-a77336.qggl",DATE: 14 Dez 2009; CITY: Velpke; URL: http://zk.noihiaagp.vuq/cwxh/Jnnjxafv; STREET: Tesdorpfstraße; STREETNO: 5; ZIP: 80147; CITY: Pronsfeld; PHONE: 291/9914480; URL: http://ece.liiwnce.uoz/mrab-a77336.qggl,DATE: 14 Dez 2009 **17 Jul 2011**; CITY: Velpke **THALWENDEN**; URL: http://zk.noihiaagp.vuq/cwxh/Jnnjxafv **http://ha.zwcbommun.ugl/dppd/Rxrzdlch**; STREET: Tesdorpfstraße **Erstes Quergäßchen**; STREETNO: 5 **6**; ZIP: 80147 **39219**; CITY: Pronsfeld **Neureut**; PHONE: 291/9914480 **082/5575439**; URL: http://ece.liiwnce.uoz/mrab-a77336.qggl **http://xei.bhhhsnr.tpz/nkjf-b82219.fonf**
8460,67154,EVENTS,CodEAlltag_pXL_EVENTS/1-/113-dir/113868.txt,312,True,"On O
Thu O
, O
17 B-DATE
Mai I-DATE
2011 I-DATE
21:30:31 O
+0200 O
Ich O
hab's O
schonmal O
gesagt O
: O
Schrader B-FAMILY
hätte O
gut O
auch O
Präsident O
vom O
Vichy-Regime O
sein O
können O
. O
-- O
= O
20 O
Gedenken O
an O
Clonsbach B-CITY
: O
http://gx.tdbkiqrvp.twp/lrbz/Uwvgwike B-URL
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Eckgasse B-STREET
6 B-STREETNO
, O
61131 B-ZIP
Neuenmarkt B-CITY
, O
710/6489525 B-PHONE
http://tdw.xoudcem.pnr/drpu-h64054.zjvy B-URL
","On Thu , 17 Mai 2011 21:30:31 +0200 Ich hab's schonmal gesagt : Schrader hätte gut auch Präsident vom Vichy-Regime sein können . -- = 20 Gedenken an Clonsbach : http://gx.tdbkiqrvp.twp/lrbz/Uwvgwike ACHTUNG "" SuPer_Plexer Trottel "" Eckgasse 6 , 61131 Neuenmarkt , 710/6489525 http://tdw.xoudcem.pnr/drpu-h64054.zjvy",DATE: 17 Mai 2011; FAMILY: Schrader; CITY: Clonsbach; URL: http://gx.tdbkiqrvp.twp/lrbz/Uwvgwike; STREET: Eckgasse; STREETNO: 6; ZIP: 61131; CITY: Neuenmarkt; PHONE: 710/6489525; URL: http://tdw.xoudcem.pnr/drpu-h64054.zjvy,DATE: 17 Mai 2011 **21 Feb 2010**; FAMILY: Schrader **Unselt**; CITY: Clonsbach **Feilberg**; URL: http://gx.tdbkiqrvp.twp/lrbz/Uwvgwike **http://ey.zizmntveb.qgb/aqlv/Rwfiiufp**; STREET: Eckgasse **Franzhausenstraße**; STREETNO: 6 **4**; ZIP: 61131 **31417**; CITY: Neuenmarkt **Oberscherm**; PHONE: 710/6489525 **467/2406572**; URL: http://tdw.xoudcem.pnr/drpu-h64054.zjvy **http://mel.okfuryn.ltp/fbzx-l29503.yisp**
