,ID,Category,FilePath,FileSize,AnnotationFileExists,InputType1,InputType2,OutputType1,OutputType2
8795,69492,EVENTS,CodEAlltag_pXL_EVENTS/1-/107-dir/107873.txt,302,True,"On O
Thu O
, O
25. B-DATE
02. I-DATE
22 I-DATE
13:11:37 O
-0700 O
( O
PDT O
) O
Tja O
, O
das O
kapierst O
auch O
du O
nie O
, O
das O
eine O
Zivilisation O
auf O
mehreren O
Pfeilern O
beruht O
. O
-- O
Gedenken O
an O
Kosasmojach B-CITY
: O
http://va.crglbgxxk.gvi/dfqm/Hhwgynpl B-URL
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Imigstraße B-STREET
2 B-STREETNO
, O
59242 B-ZIP
Zarten B-CITY
, O
429/5997031 B-PHONE
http://pto.wogvzlv.csk/kiqo-c40036.jdol B-URL
","On Thu , 25. 02. 22 13:11:37 -0700 ( PDT ) Tja , das kapierst auch du nie , das eine Zivilisation auf mehreren Pfeilern beruht . -- Gedenken an Kosasmojach : http://va.crglbgxxk.gvi/dfqm/Hhwgynpl ACHTUNG "" SuPer_Plexer Trottel "" Imigstraße 2 , 59242 Zarten , 429/5997031 http://pto.wogvzlv.csk/kiqo-c40036.jdol",DATE: 25. 02. 22; CITY: Kosasmojach; URL: http://va.crglbgxxk.gvi/dfqm/Hhwgynpl; STREET: Imigstraße; STREETNO: 2; ZIP: 59242; CITY: Zarten; PHONE: 429/5997031; URL: http://pto.wogvzlv.csk/kiqo-c40036.jdol,DATE: 25. 02. 22 **12. 10. 20**; CITY: Kosasmojach **PROSSMARKE**; URL: http://va.crglbgxxk.gvi/dfqm/Hhwgynpl **http://jo.bpatayofd.kdd/ekam/Muwzxqow**; STREET: Imigstraße **Lookenstraße**; STREETNO: 2 **1**; ZIP: 59242 **10949**; CITY: Zarten **Recklinghausen**; PHONE: 429/5997031 **432/6446686**; URL: http://pto.wogvzlv.csk/kiqo-c40036.jdol **http://iyb.plpwfmw.afh/jpcf-h49381.sbxl**
8804,69524,EVENTS,CodEAlltag_pXL_EVENTS/1-/107-dir/107779.txt,506,True,"On O
Fri O
, O
06. B-DATE
02. I-DATE
23 I-DATE
10:53:24 O
-0700 O
( O
PDT O
) O
Ach O
, O
du O
erkennst O
einen O
Unterschied O
? O
Stell O
dir O
vor O
manche O
eltern O
bestimmen O
, O
das O
Kindern O
die O
Ohren O
angelegt O
werden O
, O
weil O
sie O
abstehen O
, O
stell O
dir O
vor O
Eltern O
bestimmen O
das O
Kinder O
Zahnspangen O
tragen O
müssen O
, O
weil O
sie O
nicht O
normgerechte O
Zäh O
ne O
haben O
. O
Und O
das O
ist O
auch O
was O
anderes O
! O
-- O
= O
20 O
Gedenken O
an O
Thiesburg B-CITY
: O
http://pv.jmyfamzla.tkv/wqoi/Qksagllp B-URL
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Bökenförderstraße B-STREET
6 B-STREETNO
, O
31854 B-ZIP
Zuchau B-CITY
, O
060/7768452 B-PHONE
http://fbj.nmdiunz.cjm/jibo-n76565.xmcc B-URL
","On Fri , 06. 02. 23 10:53:24 -0700 ( PDT ) Ach , du erkennst einen Unterschied ? Stell dir vor manche eltern bestimmen , das Kindern die Ohren angelegt werden , weil sie abstehen , stell dir vor Eltern bestimmen das Kinder Zahnspangen tragen müssen , weil sie nicht normgerechte Zäh ne haben . Und das ist auch was anderes ! -- = 20 Gedenken an Thiesburg : http://pv.jmyfamzla.tkv/wqoi/Qksagllp ACHTUNG "" SuPer_Plexer Trottel "" Bökenförderstraße 6 , 31854 Zuchau , 060/7768452 http://fbj.nmdiunz.cjm/jibo-n76565.xmcc",DATE: 06. 02. 23; CITY: Thiesburg; URL: http://pv.jmyfamzla.tkv/wqoi/Qksagllp; STREET: Bökenförderstraße; STREETNO: 6; ZIP: 31854; CITY: Zuchau; PHONE: 060/7768452; URL: http://fbj.nmdiunz.cjm/jibo-n76565.xmcc,DATE: 06. 02. 23 **05. 01. 19**; CITY: Thiesburg **TERPE**; URL: http://pv.jmyfamzla.tkv/wqoi/Qksagllp **http://oh.loegwzigf.oix/rvxx/Xylmgzis**; STREET: Bökenförderstraße **Wartbergallee**; STREETNO: 6 **4**; ZIP: 31854 **58018**; CITY: Zuchau **Perdenbach**; PHONE: 060/7768452 **832/4729267**; URL: http://fbj.nmdiunz.cjm/jibo-n76565.xmcc **http://zko.dsqgqao.agf/blde-l54495.ruwc**
8813,69561,EVENTS,CodEAlltag_pXL_EVENTS/1-/107-dir/107828.txt,520,True,"Dann O
soll O
sie O
sich O
gefälligst O
einen O
jüngeren O
Lover O
mit O
IT-Zugang O
anschaffen O
. O
-- O
Dummheit O
hat O
ein O
Gesicht O
http://imn093.czmmevufzf.wv/pai854/2232/euaji.aam B-URL
Olivers B-MALE
Hillerbrand B-FAMILY
a. O
k. O
a. O
Dario B-MALE
Nienhys B-FAMILY
Zum B-STREET
Welzgraben I-STREET
0 B-STREETNO
, O
57349 B-ZIP
Wannsee B-CITY
"" O
Olivers B-MALE
Hillerbrand B-FAMILY
"" O
< O
mjrismivddez@pbeqo.ak B-EMAIL
> O
Telefon O
: O
35621885402 B-PHONE
Hallo O
, O
kurz O
zu O
meiner O
Person O
. O
Ich O
heiße O
Olivers B-MALE
Hillerbrand B-FAMILY
und O
wohne O
in O
Wannsee B-CITY
. O
Und O
studierte O
an O
der O
Fachhochschule O
für O
Informatik O
in O
Wannsee B-CITY
. O
Jetzt O
bin O
ich O
der O
Depp O
vom O
Dienst O
und O
fälsche O
gern O
Postings O
anderer O
User O
. O
","Dann soll sie sich gefälligst einen jüngeren Lover mit IT-Zugang anschaffen . -- Dummheit hat ein Gesicht http://imn093.czmmevufzf.wv/pai854/2232/euaji.aam Olivers Hillerbrand a. k. a. Dario Nienhys Zum Welzgraben 0 , 57349 Wannsee "" Olivers Hillerbrand "" < mjrismivddez@pbeqo.ak > Telefon : 35621885402 Hallo , kurz zu meiner Person . Ich heiße Olivers Hillerbrand und wohne in Wannsee . Und studierte an der Fachhochschule für Informatik in Wannsee . Jetzt bin ich der Depp vom Dienst und fälsche gern Postings anderer User .",URL: http://imn093.czmmevufzf.wv/pai854/2232/euaji.aam; MALE: Olivers; FAMILY: Hillerbrand; MALE: Dario; FAMILY: Nienhys; STREET: Zum Welzgraben; STREETNO: 0; ZIP: 57349; CITY: Wannsee; MALE: Olivers; FAMILY: Hillerbrand; EMAIL: mjrismivddez@pbeqo.ak; PHONE: 35621885402; MALE: Olivers; FAMILY: Hillerbrand; CITY: Wannsee; CITY: Wannsee,URL: http://imn093.czmmevufzf.wv/pai854/2232/euaji.aam **http://uxi836.lbycuuupbw.cr/wnr073/1657/sweyu.eoo**; MALE: Olivers **Ottmar**; FAMILY: Hillerbrand **Aymans**; MALE: Dario **Kay**; FAMILY: Nienhys **Muehlner**; STREET: Zum Welzgraben **Jägerwirtstraße**; STREETNO: 0 **6**; ZIP: 57349 **80425**; CITY: Wannsee **Poppenbeck**; MALE: Olivers **Ottmar**; FAMILY: Hillerbrand **Aymans**; EMAIL: mjrismivddez@pbeqo.ak **ezlyiswsckvs@kgylm.iu**; PHONE: 35621885402 **36133074050**; MALE: Olivers **Ottmar**; FAMILY: Hillerbrand **Aymans**; CITY: Wannsee **Poppenbeck**; CITY: Wannsee **Poppenbeck**
8837,69701,EVENTS,CodEAlltag_pXL_EVENTS/1-/107-dir/107760.txt,386,True,"On O
Fri O
, O
31. B-DATE
10. I-DATE
22 I-DATE
08:44:19 O
-0700 O
( O
PDT O
) O
Sagmal O
haben O
deineEltern O
nur O
das O
getan O
, O
was O
du O
wolltest O
? O
Dann O
wärst O
du O
ein O
mit O
Schokolade O
überfressener O
Fettbrocken O
geworden O
. O
Aber O
vielleicht O
bist O
du O
das O
ja O
! O
-- O
Gedenken O
an O
Aspoltsberg B-CITY
: O
http://nf.dkiikhjvr.dfd/goys/Toueliun B-URL
ACHTUNG O
"" O
SuPer_Plexer O
Trottel O
"" O
Jadeallee B-STREET
4 B-STREETNO
, O
98233 B-ZIP
Mittelstreu B-CITY
, O
936/3711281 B-PHONE
http://fwg.hssoxtx.gxa/qsqi-z79868.aoel B-URL
","On Fri , 31. 10. 22 08:44:19 -0700 ( PDT ) Sagmal haben deineEltern nur das getan , was du wolltest ? Dann wärst du ein mit Schokolade überfressener Fettbrocken geworden . Aber vielleicht bist du das ja ! -- Gedenken an Aspoltsberg : http://nf.dkiikhjvr.dfd/goys/Toueliun ACHTUNG "" SuPer_Plexer Trottel "" Jadeallee 4 , 98233 Mittelstreu , 936/3711281 http://fwg.hssoxtx.gxa/qsqi-z79868.aoel",DATE: 31. 10. 22; CITY: Aspoltsberg; URL: http://nf.dkiikhjvr.dfd/goys/Toueliun; STREET: Jadeallee; STREETNO: 4; ZIP: 98233; CITY: Mittelstreu; PHONE: 936/3711281; URL: http://fwg.hssoxtx.gxa/qsqi-z79868.aoel,DATE: 31. 10. 22 **28. 12. 19**; CITY: Aspoltsberg **KRAUTHEIM**; URL: http://nf.dkiikhjvr.dfd/goys/Toueliun **http://kj.wszrbfpvv.bdu/hsal/Nqtikoab**; STREET: Jadeallee **Im Wolfsgraben**; STREETNO: 4 **7**; ZIP: 98233 **37719**; CITY: Mittelstreu **Röderland**; PHONE: 936/3711281 **071/1385266**; URL: http://fwg.hssoxtx.gxa/qsqi-z79868.aoel **http://rgz.wayszhf.dbi/vgsu-b27662.bwen**
8930,70443,EVENTS,CodEAlltag_pXL_EVENTS/1-/124-dir/124042.txt,234,True,"Aha O
! O
Boah O
eh O
! O
Also O
* O
DAS O
* O
ist O
ja O
die O
Höhe O
! O
Unerhört O
!!! O
Nee O
, O
nicht O
wirklich O
– O
eher O
lach O
ich O
mich O
über O
Dich O
kaputt O
. O
:-) O
Glückauf O
! O
Rose B-FEMALE
Ernst B-FAMILY
( O
QTH O
: O
IO26UW B-UFID
) O
-- O
Fährst O
Du O
Fahrrad O
? O
Mußt O
Du O
gucken O
: O
http://znf.itnge-ptbpfw.kb B-URL
","Aha ! Boah eh ! Also * DAS * ist ja die Höhe ! Unerhört !!! Nee , nicht wirklich – eher lach ich mich über Dich kaputt . :-) Glückauf ! Rose Ernst ( QTH : IO26UW ) -- Fährst Du Fahrrad ? Mußt Du gucken : http://znf.itnge-ptbpfw.kb",FEMALE: Rose; FAMILY: Ernst; UFID: IO26UW; URL: http://znf.itnge-ptbpfw.kb,FEMALE: Rose **Brunhilde**; FAMILY: Ernst **Nöll**; UFID: IO26UW **TI39HO**; URL: http://znf.itnge-ptbpfw.kb **http://ibj.riobx-zivagv.dp**
9179,72573,EVENTS,CodEAlltag_pXL_EVENTS/1-/183-dir/183109.txt,425,True,"Hallöchen O
! O
Opgemoorth B-FAMILY
verspricht O
4 O
Millionen O
neue O
Jobs O
? O
Jedoch O
hat O
Deutschland O
derzeit O
( O
nach O
der O
offiziellen O
Zählung O
) O
nur O
3,6 O
Millionen O
Arbeitslose O
. O
Wenn O
wir O
des O
Steineiers O
neue O
Arbeitsplätze O
auch O
alle O
besetzen O
wollen O
, O
dann O
brauchen O
wir O
doch O
vor O
allem O
anderen O
erstmal O
sofort O
ca. O
400.000 O
neue O
Arbeitslose O
! O
;-) O
Glückauf O
! O
Karina B-FEMALE
Rave B-FAMILY
( O
QTH O
: O
DA34JY B-UFID
) O
-- O
Fährst O
Du O
Fahrrad O
? O
Mußt O
Du O
gucken O
: O
http://uhg.ocdrj-argmks.ip B-URL
","Hallöchen ! Opgemoorth verspricht 4 Millionen neue Jobs ? Jedoch hat Deutschland derzeit ( nach der offiziellen Zählung ) nur 3,6 Millionen Arbeitslose . Wenn wir des Steineiers neue Arbeitsplätze auch alle besetzen wollen , dann brauchen wir doch vor allem anderen erstmal sofort ca. 400.000 neue Arbeitslose ! ;-) Glückauf ! Karina Rave ( QTH : DA34JY ) -- Fährst Du Fahrrad ? Mußt Du gucken : http://uhg.ocdrj-argmks.ip",FAMILY: Opgemoorth; FEMALE: Karina; FAMILY: Rave; UFID: DA34JY; URL: http://uhg.ocdrj-argmks.ip,FAMILY: Opgemoorth **Lübke**; FEMALE: Karina **Angela**; FAMILY: Rave **Würminghausen**; UFID: DA34JY **IX74IT**; URL: http://uhg.ocdrj-argmks.ip **http://meu.iizrv-zyugfy.wb**
9267,73262,EVENTS,CodEAlltag_pXL_EVENTS/1-/162-dir/162822.txt,181,True,"Steht O
doch O
schon O
alles O
„ O
im O
Buch O
“ O
, O
man O
muß O
nur O
dran O
glauben O
! O
Glückauf O
! O
Heidelinde B-FEMALE
Schroedel B-FAMILY
( O
QTH O
: O
ZE81OM B-UFID
) O
-- O
Fährst O
Du O
Fahrrad O
? O
Mußt O
Du O
gucken O
: O
http://giq.cffgn-jnxrfe.nm B-URL
","Steht doch schon alles „ im Buch “ , man muß nur dran glauben ! Glückauf ! Heidelinde Schroedel ( QTH : ZE81OM ) -- Fährst Du Fahrrad ? Mußt Du gucken : http://giq.cffgn-jnxrfe.nm",FEMALE: Heidelinde; FAMILY: Schroedel; UFID: ZE81OM; URL: http://giq.cffgn-jnxrfe.nm,FEMALE: Heidelinde **Ockeline**; FAMILY: Schroedel **Granderath**; UFID: ZE81OM **LQ85SL**; URL: http://giq.cffgn-jnxrfe.nm **http://lyl.katrt-jwliru.bp**
9425,74392,EVENTS,CodEAlltag_pXL_EVENTS/1-/176-dir/176928.txt,152,True,"No O
brain O
, O
no O
food O
, O
und O
Du O
bist O
tot O
! O
Glückauf O
! O
Jasmin B-FEMALE
Aitzetmüller B-FAMILY
( O
QTH O
: O
TK06CT B-UFID
) O
-- O
Fährst O
Du O
Fahrrad O
? O
Mußt O
Du O
gucken O
: O
http://wry.rlolf-bniwhu.mm B-URL
","No brain , no food , und Du bist tot ! Glückauf ! Jasmin Aitzetmüller ( QTH : TK06CT ) -- Fährst Du Fahrrad ? Mußt Du gucken : http://wry.rlolf-bniwhu.mm",FEMALE: Jasmin; FAMILY: Aitzetmüller; UFID: TK06CT; URL: http://wry.rlolf-bniwhu.mm,FEMALE: Jasmin **Birgit**; FAMILY: Aitzetmüller **Nager**; UFID: TK06CT **QH59TR**; URL: http://wry.rlolf-bniwhu.mm **http://bvk.xpibt-qwyyib.su**
9718,76552,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155539.txt,214,True,"Naja O
, O
Blödleser O
können O
noch O
kränker O
werden O
? O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Huronseestraße B-STREET
7 B-STREETNO
, O
64787 B-ZIP
Pinsmaier B-CITY
, O
879/5697624 B-PHONE
http://igp.mezi.lap/pwope/63479-Ufv-ppx-Myoghcmctuku-Vbjbla-Ceqdio-Chpcte B-URL
","Naja , Blödleser können noch kränker werden ? -- = 20 Zitat : ACHTUNG "" SuPer Plexer Trottel "" Huronseestraße 7 , 64787 Pinsmaier , 879/5697624 http://igp.mezi.lap/pwope/63479-Ufv-ppx-Myoghcmctuku-Vbjbla-Ceqdio-Chpcte",STREET: Huronseestraße; STREETNO: 7; ZIP: 64787; CITY: Pinsmaier; PHONE: 879/5697624; URL: http://igp.mezi.lap/pwope/63479-Ufv-ppx-Myoghcmctuku-Vbjbla-Ceqdio-Chpcte,STREET: Huronseestraße **Gleimweg**; STREETNO: 7 **5**; ZIP: 64787 **75628**; CITY: Pinsmaier **Zimmerholz**; PHONE: 879/5697624 **791/9279820**; URL: http://igp.mezi.lap/pwope/63479-Ufv-ppx-Myoghcmctuku-Vbjbla-Ceqdio-Chpcte **http://vdd.ysbf.gzp/rqmhr/85927-Nhu-txi-Kmmmcmryokiw-Nimwlf-Vdhsrt-Bsyezt**
9729,76652,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155333.txt,164,True,"Friesche O
Fiesche O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
< O
< O
( O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Verdener B-STREET
Landstraße I-STREET
5 B-STREETNO
, O
77132 B-ZIP
Kaaks B-CITY
, O
170/3322345 B-PHONE
http://abh.dwvkrkk.rpg/htmk-d65413.htip B-URL
","Friesche Fiesche : < = B0 ) } } } } < < ( -- = 20 Zitat : ACHTUNG "" SuPer Plexer Trottel "" Verdener Landstraße 5 , 77132 Kaaks , 170/3322345 http://abh.dwvkrkk.rpg/htmk-d65413.htip",STREET: Verdener Landstraße; STREETNO: 5; ZIP: 77132; CITY: Kaaks; PHONE: 170/3322345; URL: http://abh.dwvkrkk.rpg/htmk-d65413.htip,STREET: Verdener Landstraße **Pfarrbornweg**; STREETNO: 5 **6**; ZIP: 77132 **69375**; CITY: Kaaks **Bösenbrunn**; PHONE: 170/3322345 **248/1276969**; URL: http://abh.dwvkrkk.rpg/htmk-d65413.htip **http://fev.tvuxvtv.inr/qlnc-b67858.gaci**
9730,76654,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155380.txt,195,True,"Ja O
, O
sei O
mal O
Vorbild O
, O
bitte O
! O
-- O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Elisabethplatz B-STREET
9 B-STREETNO
, O
89644 B-ZIP
Jägersfreude B-CITY
, O
087/5843230 B-PHONE
http://ytc.scpk.qbu/gxwnu/16573-Ofh-xft-Peenapuhztng-Pszjtb-Wzoxxq-Lphpew B-URL
","Ja , sei mal Vorbild , bitte ! -- Zitat : ACHTUNG "" SuPer Plexer Trottel "" Elisabethplatz 9 , 89644 Jägersfreude , 087/5843230 http://ytc.scpk.qbu/gxwnu/16573-Ofh-xft-Peenapuhztng-Pszjtb-Wzoxxq-Lphpew",STREET: Elisabethplatz; STREETNO: 9; ZIP: 89644; CITY: Jägersfreude; PHONE: 087/5843230; URL: http://ytc.scpk.qbu/gxwnu/16573-Ofh-xft-Peenapuhztng-Pszjtb-Wzoxxq-Lphpew,STREET: Elisabethplatz **Winterfeldallee**; STREETNO: 9 **1**; ZIP: 89644 **92622**; CITY: Jägersfreude **Mallnow**; PHONE: 087/5843230 **612/9863009**; URL: http://ytc.scpk.qbu/gxwnu/16573-Ofh-xft-Peenapuhztng-Pszjtb-Wzoxxq-Lphpew **http://byd.mjod.hrh/hvuqq/77250-Uch-pse-Mhxxukeyajwy-Cryxzg-Qhcmrb-Xvrldy**
9734,76691,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155240.txt,166,True,"Trollfütterung O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
> O
< O
( O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Große B-STREET
Teichstraße I-STREET
6 B-STREETNO
, O
64682 B-ZIP
Dörnten B-CITY
, O
647/3162416 B-PHONE
http://svp.qdvjlfs.agb/ppvf-j85556.mgpr B-URL
","Trollfütterung : < = B0 ) } } } } > < ( -- = 20 Zitat : ACHTUNG "" SuPer Plexer Trottel "" Große Teichstraße 6 , 64682 Dörnten , 647/3162416 http://svp.qdvjlfs.agb/ppvf-j85556.mgpr",STREET: Große Teichstraße; STREETNO: 6; ZIP: 64682; CITY: Dörnten; PHONE: 647/3162416; URL: http://svp.qdvjlfs.agb/ppvf-j85556.mgpr,STREET: Große Teichstraße **Marksburgstraße**; STREETNO: 6 **9**; ZIP: 64682 **80261**; CITY: Dörnten **Kirchlinteln**; PHONE: 647/3162416 **931/4976508**; URL: http://svp.qdvjlfs.agb/ppvf-j85556.mgpr **http://grf.wrmpacz.wrr/xlew-k39122.pnxe**
9736,76705,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155788.txt,533,True,"Giftstoffe O
zu O
inhalieren O
ist O
also O
ungiftig O
, O
das O
erklärt O
dann O
auch O
warum O
es O
nie O
einen O
Holocaust O
gab O
! O
Cyanide O
, O
Kohlenmonoxid O
und O
noch O
mehr O
völlig O
ungiftig O
. O
die O
Idioten O
die O
noch O
Selbstmord O
versuchen O
indem O
sie O
sich O
mit O
Kohlenmonoxid O
im O
auto O
vergiften O
, O
denen O
wird O
auch O
das O
nichts O
helfen O
. O
lol O
Zum O
Glück O
ist O
der O
Mann O
so O
alt O
und O
erst O
im O
Alter O
auf O
den O
Blödsinn O
gekommen O
. O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Juchgasse B-STREET
2 B-STREETNO
, O
31977 B-ZIP
Platenlaase B-CITY
, O
036/0451351 B-PHONE
http://vbx.ufwe.wek/utvpd/14605-Rve-wyj-Idnqqjhhalnb-Tuaqun-Qsmnwc-Ircpoo B-URL
","Giftstoffe zu inhalieren ist also ungiftig , das erklärt dann auch warum es nie einen Holocaust gab ! Cyanide , Kohlenmonoxid und noch mehr völlig ungiftig . die Idioten die noch Selbstmord versuchen indem sie sich mit Kohlenmonoxid im auto vergiften , denen wird auch das nichts helfen . lol Zum Glück ist der Mann so alt und erst im Alter auf den Blödsinn gekommen . -- = 20 Zitat : ACHTUNG "" SuPer Plexer Trottel "" Juchgasse 2 , 31977 Platenlaase , 036/0451351 http://vbx.ufwe.wek/utvpd/14605-Rve-wyj-Idnqqjhhalnb-Tuaqun-Qsmnwc-Ircpoo",STREET: Juchgasse; STREETNO: 2; ZIP: 31977; CITY: Platenlaase; PHONE: 036/0451351; URL: http://vbx.ufwe.wek/utvpd/14605-Rve-wyj-Idnqqjhhalnb-Tuaqun-Qsmnwc-Ircpoo,STREET: Juchgasse **Crellestraße**; STREETNO: 2 **7**; ZIP: 31977 **33300**; CITY: Platenlaase **Treffisried**; PHONE: 036/0451351 **325/8824440**; URL: http://vbx.ufwe.wek/utvpd/14605-Rve-wyj-Idnqqjhhalnb-Tuaqun-Qsmnwc-Ircpoo **http://irv.oeyj.uqu/wuywa/95150-Kwy-bqs-Zmzxipokxqwf-Pjxxai-Hfqbug-Wlmedc**
9741,76736,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155239.txt,167,True,"Trollfütterung O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
> O
< O
( O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Trautenwolfstraße B-STREET
5 B-STREETNO
, O
69549 B-ZIP
Schoßrinn B-CITY
, O
397/2623422 B-PHONE
http://ycw.sgyrqqy.mwr/zugt-r61948.wpro B-URL
","Trollfütterung : < = B0 ) } } } } > < ( -- = 20 Zitat : ACHTUNG "" SuPer Plexer Trottel "" Trautenwolfstraße 5 , 69549 Schoßrinn , 397/2623422 http://ycw.sgyrqqy.mwr/zugt-r61948.wpro",STREET: Trautenwolfstraße; STREETNO: 5; ZIP: 69549; CITY: Schoßrinn; PHONE: 397/2623422; URL: http://ycw.sgyrqqy.mwr/zugt-r61948.wpro,STREET: Trautenwolfstraße **Nachsommerweg**; STREETNO: 5 **3**; ZIP: 69549 **85114**; CITY: Schoßrinn **Freren**; PHONE: 397/2623422 **269/8665974**; URL: http://ycw.sgyrqqy.mwr/zugt-r61948.wpro **http://vsk.vwgzhhm.fuf/npgl-j11865.tsky**
9742,76739,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155307.txt,170,True,"Friesche O
Fiesche O
: O
< O
= O
B0 O
) O
} O
} O
} O
} O
> O
< O
( O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Am B-STREET
Schloßgraben I-STREET
1 B-STREETNO
, O
12648 B-ZIP
Grafentraubach B-CITY
, O
585/3830245 B-PHONE
http://ngu.gxgibwn.uer/ozqj-q26955.vnsc B-URL
","Friesche Fiesche : < = B0 ) } } } } > < ( -- = 20 Zitat : ACHTUNG "" SuPer Plexer Trottel "" Am Schloßgraben 1 , 12648 Grafentraubach , 585/3830245 http://ngu.gxgibwn.uer/ozqj-q26955.vnsc",STREET: Am Schloßgraben; STREETNO: 1; ZIP: 12648; CITY: Grafentraubach; PHONE: 585/3830245; URL: http://ngu.gxgibwn.uer/ozqj-q26955.vnsc,STREET: Am Schloßgraben **Wittkopsweg**; STREETNO: 1 **0**; ZIP: 12648 **93153**; CITY: Grafentraubach **Siegendorf**; PHONE: 585/3830245 **077/1231371**; URL: http://ngu.gxgibwn.uer/ozqj-q26955.vnsc **http://scc.rcgxwxt.jrd/vdbj-j14977.pyru**
9745,76754,EVENTS,CodEAlltag_pXL_EVENTS/1-/155-dir/155765.txt,272,True,"wo O
gibts O
denn O
Kälterekorde O
? O
Oder O
meinst O
weil O
es O
kälter O
ist O
als O
im O
Sommer O
, O
ist O
es O
schon O
ein O
Rekord O
? O
-- O
= O
20 O
Zitat O
: O
ACHTUNG O
"" O
SuPer O
Plexer O
Trottel O
"" O
Diesterwegstraße B-STREET
0 B-STREETNO
, O
16465 B-ZIP
Unterbürg B-CITY
, O
616/2973856 B-PHONE
http://ciq.jmwy.cmx/clahk/77022-Eov-elk-Ilivrkraghvj-Lcbnbr-Vqfqyd-Lytuws B-URL
","wo gibts denn Kälterekorde ? Oder meinst weil es kälter ist als im Sommer , ist es schon ein Rekord ? -- = 20 Zitat : ACHTUNG "" SuPer Plexer Trottel "" Diesterwegstraße 0 , 16465 Unterbürg , 616/2973856 http://ciq.jmwy.cmx/clahk/77022-Eov-elk-Ilivrkraghvj-Lcbnbr-Vqfqyd-Lytuws",STREET: Diesterwegstraße; STREETNO: 0; ZIP: 16465; CITY: Unterbürg; PHONE: 616/2973856; URL: http://ciq.jmwy.cmx/clahk/77022-Eov-elk-Ilivrkraghvj-Lcbnbr-Vqfqyd-Lytuws,STREET: Diesterwegstraße **Untere Ebertstraße**; STREETNO: 0 **8**; ZIP: 16465 **27353**; CITY: Unterbürg **Gramelberg**; PHONE: 616/2973856 **781/3143015**; URL: http://ciq.jmwy.cmx/clahk/77022-Eov-elk-Ilivrkraghvj-Lcbnbr-Vqfqyd-Lytuws **http://wze.kixy.oki/tnifa/87113-Ubk-qku-Sivqzcabosjf-Parbrj-Quifmz-Rqnlwt**
